maintenance_order_id,notification_id,equipment_id,technician_id,order_date,maintenance_type,priority,status,labour_hours,downtime_hours,labour_cost,material_cost,total_cost
MO-00902,N-00951,EQ-0051,T-004,2025-09-13,Preventive,Medium,Completed,4.78,0.0,263.1,45.0,308.1
MO-00903,N-00952,EQ-0005,T-019,2026-05-16,Corrective,Low,Completed,5.97,7.79,328.19,0.0,328.19
MO-00904,N-00953,EQ-0049,T-003,2024-09-12,Preventive,Medium,Completed,11.63,0.0,488.38,3890.0,4378.38
MO-00905,N-00955,EQ-0046,T-016,2024-12-24,Corrective,High,Closed,8.04,5.19,442.11,330.0,772.11
MO-00906,N-00956,EQ-0053,T-017,2025-01-25,Corrective,Medium,Completed,3.4,6.05,186.78,525.0,711.78
MO-00907,N-00957,EQ-0037,T-004,2024-11-23,Preventive,Medium,Completed,2.17,0.0,119.36,135.0,254.36
MO-00908,N-00958,EQ-0027,T-024,2026-01-30,Preventive,High,Completed,10.84,0.0,455.41,0.0,455.41
MO-00909,N-00961,EQ-0017,T-008,2026-06-20,Corrective,High,Completed,1.24,2.94,68.23,295.0,363.23
MO-00910,N-00962,EQ-0080,T-012,2025-03-30,Preventive,Medium,Closed,2.62,0.0,83.92,54.0,137.92
MO-00911,N-00963,EQ-0083,T-009,2026-01-26,Preventive,Low,Completed,1.76,0.0,96.81,0.0,96.81
MO-00912,N-00964,EQ-0079,T-004,2026-05-02,Preventive,High,Completed,3.54,0.0,194.62,96.0,290.62
MO-00913,N-00965,EQ-0062,T-009,2024-06-18,Corrective,High,Completed,7.26,10.57,399.29,1640.0,2039.29
MO-00914,N-00966,EQ-0009,T-016,2025-01-02,Corrective,Medium,Completed,1.96,19.42,107.6,1250.0,1357.6
MO-00915,N-00967,EQ-0026,T-002,2026-02-18,Preventive,Medium,Completed,4.05,0.0,170.29,160.0,330.29
MO-00916,N-00968,EQ-0006,T-018,2024-07-30,Preventive,Medium,Completed,4.55,0.0,191.15,0.0,191.15
MO-00917,N-00969,EQ-0060,T-016,2026-05-21,Preventive,High,Closed,5.56,0.0,305.8,446.0,751.8
MO-00918,N-00971,EQ-0093,T-010,2025-09-11,Corrective,Medium,Completed,4.87,1.12,267.63,210.0,477.63
MO-00919,N-00972,EQ-0090,T-008,2024-01-04,Preventive,Medium,Completed,7.12,0.0,391.76,0.0,391.76
MO-00920,N-00973,EQ-0058,T-016,2024-03-27,Preventive,Medium,Closed,7.73,0.0,425.1,130.0,555.1
MO-00921,N-00974,EQ-0027,T-024,2024-05-19,Preventive,Medium,Completed,1.07,0.0,44.8,0.0,44.8
MO-00922,N-00975,EQ-0009,T-030,2026-04-06,Preventive,Medium,Completed,2.47,0.0,135.61,64.0,199.61
MO-00923,N-00976,EQ-0051,T-024,2025-07-30,Preventive,Low,Completed,3.19,0.0,134.11,0.0,134.11
MO-00924,N-00977,EQ-0054,T-012,2024-09-22,Preventive,Medium,Completed,5.49,0.0,175.8,170.0,345.8
MO-00925,N-00978,EQ-0011,T-019,2024-12-11,Corrective,Medium,Completed,3.97,3.06,218.53,0.0,218.53
MO-00926,N-00979,EQ-0040,T-017,2024-08-25,Preventive,High,Completed,6.75,0.0,371.36,165.0,536.36
MO-00927,N-00980,EQ-0060,T-010,2025-08-03,Corrective,Medium,Completed,6.3,3.5,346.34,0.0,346.34
MO-00928,N-00981,EQ-0061,T-002,2024-12-06,Corrective,Medium,Completed,3.41,8.14,143.39,429.0,572.39
MO-00929,N-00982,EQ-0013,T-022,2024-11-09,Preventive,High,Completed,2.84,0.0,90.74,420.0,510.74
MO-00930,N-00983,EQ-0013,T-023,2025-04-10,Corrective,Medium,Completed,3.12,5.5,171.83,325.0,496.83
MO-00931,N-00984,EQ-0002,T-011,2025-06-04,Preventive,Medium,Completed,3.2,0.0,102.4,525.0,627.4
MO-00932,N-00985,EQ-0069,T-003,2024-05-04,Preventive,Medium,Completed,3.66,0.0,153.7,0.0,153.7
MO-00933,N-00986,EQ-0020,T-018,2025-09-25,Corrective,Medium,Open,4.11,6.48,172.61,525.0,697.61
MO-00934,N-00987,EQ-0047,T-021,2024-12-20,Corrective,Medium,Completed,2.16,7.17,90.73,850.0,940.73
MO-00935,N-00988,EQ-0011,T-029,2026-05-06,Preventive,High,Completed,13.2,0.0,726.27,0.0,726.27
MO-00936,N-00989,EQ-0052,T-018,2026-05-22,Corrective,Medium,Completed,7.71,5.23,323.94,425.0,748.94
MO-00937,N-00990,EQ-0035,T-025,2025-05-30,Corrective,Emergency,Completed,4.94,3.46,157.93,506.0,663.93
MO-00938,N-00991,EQ-0094,T-025,2024-05-23,Preventive,Low,Open,1.93,0.0,61.87,330.0,391.87
MO-00939,N-00994,EQ-0027,T-024,2025-12-07,Corrective,Low,Completed,8.08,17.16,339.34,85.0,424.34
MO-00940,N-00995,EQ-0036,T-018,2025-03-03,Preventive,Medium,Completed,3.86,0.0,162.29,2920.0,3082.29
MO-00941,N-00996,EQ-0042,T-016,2026-04-13,Corrective,Medium,Completed,4.02,3.96,221.06,550.0,771.06
MO-00942,N-00997,EQ-0070,T-030,2024-08-06,Corrective,Medium,Completed,8.06,7.12,443.52,665.0,1108.52
MO-00943,N-00998,EQ-0015,T-012,2024-02-13,Corrective,Medium,Completed,4.8,2.36,153.71,380.0,533.71
MO-00944,N-00999,EQ-0039,T-023,2025-05-31,Preventive,Low,Completed,2.75,0.0,151.23,0.0,151.23
MO-00945,N-01000,EQ-0040,T-011,2026-06-26,Corrective,Medium,Completed,4.06,13.32,129.78,120.0,249.78
MO-00946,N-01001,EQ-0032,T-015,2025-03-30,Preventive,Medium,Completed,3.59,0.0,197.53,0.0,197.53
MO-00947,N-01002,EQ-0048,T-003,2026-04-09,Preventive,Medium,Completed,0.62,0.0,26.18,0.0,26.18
MO-00948,N-01003,EQ-0053,T-009,2026-02-22,Corrective,Medium,Completed,1.06,7.36,58.04,240.0,298.04
MO-00949,N-01004,EQ-0087,T-018,2024-04-13,Preventive,Medium,Open,4.11,0.0,172.78,234.0,406.78
MO-00950,N-01005,EQ-0086,T-009,2026-02-04,Corrective,Low,Completed,2.25,6.94,123.92,570.0,693.92
MO-00951,N-01006,EQ-0095,T-012,2024-05-16,Preventive,Low,Completed,3.73,0.0,119.48,0.0,119.48
MO-00952,N-01007,EQ-0027,T-025,2026-02-22,Preventive,Medium,Completed,1.51,0.0,48.24,305.0,353.24
MO-00953,N-01008,EQ-0026,T-024,2024-10-25,Corrective,Medium,Completed,1.47,6.03,61.86,0.0,61.86
MO-00954,N-01009,EQ-0060,T-004,2025-06-04,Preventive,Low,Completed,1.08,0.0,59.58,285.0,344.58
MO-00955,N-01010,EQ-0009,T-019,2026-04-25,Corrective,Medium,Completed,6.27,13.64,345.07,719.0,1064.07
MO-00956,N-01011,EQ-0083,T-014,2026-04-20,Corrective,Medium,Closed,5.29,4.98,169.3,469.0,638.3
MO-00957,N-01012,EQ-0042,T-030,2024-09-17,Corrective,Medium,Completed,2.11,5.83,116.2,167.0,283.2
MO-00958,N-01013,EQ-0008,T-017,2025-01-02,Preventive,Low,Closed,1.7,0.0,93.41,335.0,428.41
MO-00959,N-01014,EQ-0100,T-021,2025-08-03,Corrective,Medium,Completed,1.52,2.09,63.98,320.0,383.98
MO-00960,N-01015,EQ-0060,T-017,2024-09-11,Corrective,Low,Completed,3.66,8.69,201.53,190.0,391.53
MO-00961,N-01016,EQ-0022,T-025,2026-06-19,Corrective,Medium,Completed,3.32,15.07,106.13,2155.0,2261.13
MO-00962,N-01017,EQ-0032,T-003,2024-10-27,Preventive,Medium,Completed,3.13,0.0,131.62,370.0,501.62
MO-00963,N-01018,EQ-0073,T-001,2024-10-04,Corrective,Medium,Closed,5.13,6.37,282.21,0.0,282.21
MO-00964,N-01019,EQ-0094,T-006,2025-07-09,Corrective,Low,Completed,3.09,9.75,98.78,564.0,662.78
MO-00965,N-01020,EQ-0084,T-019,2026-04-24,Corrective,High,Closed,1.31,8.13,72.26,96.0,168.26
MO-00966,N-01021,EQ-0054,T-013,2025-01-01,Corrective,Emergency,Completed,4.57,0.76,251.35,675.0,926.35
MO-00967,N-01022,EQ-0090,T-012,2024-11-17,Preventive,Low,Completed,8.86,0.0,283.65,4380.0,4663.65
MO-00968,N-01023,EQ-0027,T-013,2025-11-08,Corrective,High,Closed,3.61,1.27,198.57,4150.0,4348.57
MO-00969,N-01024,EQ-0005,T-019,2026-06-24,Corrective,Medium,Completed,0.96,7.72,52.83,231.0,283.83
MO-00970,N-01025,EQ-0080,T-013,2024-01-30,Corrective,Medium,Completed,8.66,14.01,476.42,255.0,731.42
MO-00971,N-01026,EQ-0094,T-010,2025-08-28,Corrective,High,Completed,6.14,4.23,337.66,446.0,783.66
MO-00972,N-01027,EQ-0086,T-010,2025-10-04,Preventive,Medium,Completed,3.89,0.0,213.69,525.0,738.69
MO-00973,N-01028,EQ-0020,T-015,2024-08-10,Corrective,Low,Closed,4.4,5.17,241.8,1250.0,1491.8
MO-00974,N-01029,EQ-0097,T-002,2024-05-06,Preventive,Medium,Completed,5.88,0.0,246.83,55.0,301.83
MO-00975,N-01030,EQ-0097,T-007,2025-04-30,Preventive,Low,Completed,2.64,0.0,110.7,0.0,110.7
MO-00976,N-01032,EQ-0092,T-024,2025-07-01,Preventive,Medium,Completed,2.63,0.0,110.41,381.0,491.41
MO-00977,N-01033,EQ-0004,T-029,2025-01-29,Corrective,Medium,Open,3.98,4.7,218.92,358.0,576.92
MO-00978,N-01034,EQ-0015,T-009,2025-03-21,Corrective,Medium,Completed,6.12,4.04,336.34,0.0,336.34
MO-00979,N-01035,EQ-0029,T-028,2024-10-13,Corrective,Low,Closed,5.13,2.34,164.19,315.0,479.19
MO-00980,N-01036,EQ-0093,T-030,2026-06-02,Preventive,Medium,Completed,5.18,0.0,285.16,85.0,370.16
MO-00981,N-01037,EQ-0036,T-025,2025-07-14,Corrective,High,Open,2.39,6.82,76.46,0.0,76.46
MO-00982,N-01038,EQ-0084,T-013,2026-02-03,Preventive,Medium,Completed,1.55,0.0,85.31,240.0,325.31
MO-00983,N-01039,EQ-0029,T-014,2024-11-11,Preventive,Medium,Completed,10.81,0.0,345.94,0.0,345.94
MO-00984,N-01040,EQ-0035,T-001,2026-01-15,Preventive,Medium,Completed,1.14,0.0,62.59,0.0,62.59
MO-00985,N-01041,EQ-0046,T-018,2025-08-14,Preventive,Medium,Completed,9.86,0.0,414.31,350.0,764.31
MO-00986,N-01042,EQ-0093,T-003,2026-02-04,Preventive,Medium,Completed,5.65,0.0,237.31,165.0,402.31
MO-00987,N-01043,EQ-0047,T-006,2024-05-12,Preventive,Medium,Completed,5.62,0.0,179.79,455.0,634.79
MO-00988,N-01044,EQ-0071,T-002,2024-06-17,Preventive,Medium,Completed,1.22,0.0,51.17,0.0,51.17
MO-00989,N-01045,EQ-0075,T-003,2025-11-07,Preventive,Low,Completed,2.5,0.0,104.98,570.0,674.98
MO-00990,N-01046,EQ-0079,T-025,2025-01-30,Preventive,Medium,Completed,4.75,0.0,151.93,0.0,151.93
MO-00991,N-01047,EQ-0028,T-027,2025-08-19,Preventive,Low,Completed,4.16,0.0,133.03,325.0,458.03
MO-00992,N-01048,EQ-0097,T-014,2025-03-26,Corrective,Medium,Completed,2.08,6.38,66.44,919.0,985.44
MO-00993,N-01049,EQ-0012,T-023,2024-03-25,Preventive,Low,Completed,4.65,0.0,255.89,1730.0,1985.89
MO-00994,N-01050,EQ-0099,T-019,2025-07-04,Corrective,Medium,Completed,2.64,3.35,145.02,73.0,218.02
MO-00995,N-01051,EQ-0042,T-025,2025-02-18,Preventive,Medium,Completed,11.62,0.0,371.71,2710.0,3081.71
MO-00996,N-01052,EQ-0090,T-012,2026-03-31,Preventive,Low,Completed,2.49,0.0,79.74,480.0,559.74
MO-00997,N-01053,EQ-0034,T-019,2024-09-10,Corrective,High,Completed,3.19,14.99,175.51,452.0,627.51
MO-00998,N-01054,EQ-0025,T-018,2025-08-30,Corrective,Medium,Completed,2.84,5.35,119.27,2840.0,2959.27
MO-00999,N-01055,EQ-0028,T-009,2026-04-21,Preventive,Medium,Completed,7.33,0.0,403.19,485.0,888.19
MO-01000,N-01056,EQ-0100,T-027,2025-02-20,Corrective,Medium,Completed,3.73,3.25,119.4,260.0,379.4
MO-01001,N-01057,EQ-0076,T-021,2025-08-09,Preventive,Medium,Completed,2.87,0.0,120.48,265.0,385.48
MO-01002,N-01058,EQ-0047,T-021,2026-02-13,Preventive,Medium,Completed,5.6,0.0,235.28,0.0,235.28
MO-01003,N-01059,EQ-0020,T-008,2025-08-23,Corrective,Low,Completed,5.52,6.83,303.57,1040.0,1343.57
MO-01004,N-01060,EQ-0010,T-001,2025-01-29,Preventive,Medium,Completed,4.31,0.0,236.8,0.0,236.8
MO-01005,N-01061,EQ-0042,T-024,2024-05-04,Corrective,Low,Completed,6.36,2.21,266.98,1135.0,1401.98
MO-01006,N-01062,EQ-0090,T-001,2025-02-11,Corrective,Medium,Closed,11.81,0.86,649.79,0.0,649.79
MO-01007,N-01063,EQ-0052,T-004,2024-06-17,Corrective,Medium,Completed,1.63,16.39,89.71,415.0,504.71
MO-01008,N-01064,EQ-0045,T-029,2025-12-22,Corrective,Medium,Closed,9.87,4.6,543.1,316.0,859.1
MO-01009,N-01065,EQ-0068,T-020,2025-03-03,Preventive,Low,Completed,1.03,0.0,56.76,390.0,446.76
MO-01010,N-01066,EQ-0080,T-007,2025-01-06,Preventive,Medium,Completed,8.75,0.0,367.37,355.0,722.37
MO-01011,N-01067,EQ-0086,T-009,2025-11-04,Preventive,Low,Open,4.27,0.0,235.08,435.0,670.08
MO-01012,N-01068,EQ-0097,T-018,2025-02-17,Corrective,Low,Completed,0.5,5.67,21.0,1265.0,1286.0
MO-01013,N-01069,EQ-0015,T-002,2025-01-02,Corrective,Medium,Completed,11.39,22.37,478.44,0.0,478.44
MO-01014,N-01070,EQ-0021,T-020,2025-07-31,Corrective,Medium,Completed,4.98,21.11,273.64,1900.0,2173.64
MO-01015,N-01071,EQ-0042,T-017,2024-10-23,Preventive,High,Completed,7.71,0.0,423.82,445.0,868.82
MO-01016,N-01072,EQ-0062,T-006,2025-05-27,Preventive,Medium,Completed,6.04,0.0,193.19,0.0,193.19
MO-01017,N-01074,EQ-0032,T-008,2024-05-23,Corrective,Medium,Completed,4.54,3.4,249.93,0.0,249.93
MO-01018,N-01075,EQ-0006,T-012,2025-08-18,Corrective,Medium,Completed,2.7,6.74,86.52,160.0,246.52
MO-01019,N-01076,EQ-0081,T-025,2025-09-04,Preventive,Low,Completed,2.52,0.0,80.74,645.0,725.74
MO-01020,N-01077,EQ-0087,T-012,2026-05-08,Corrective,High,Completed,2.15,4.08,68.72,315.0,383.72
MO-01021,N-01078,EQ-0083,T-030,2025-07-21,Preventive,Medium,Completed,5.04,0.0,277.05,320.0,597.05
MO-01022,N-01079,EQ-0033,T-020,2024-10-15,Corrective,Medium,Closed,7.26,3.61,399.13,140.0,539.13
MO-01023,N-01080,EQ-0029,T-029,2025-08-10,Preventive,High,Completed,2.13,0.0,116.95,325.0,441.95
MO-01024,N-01081,EQ-0067,T-006,2024-05-29,Corrective,Medium,Completed,3.69,6.14,117.93,630.0,747.93
MO-01025,N-01082,EQ-0003,T-025,2024-05-13,Corrective,Medium,Completed,1.4,3.89,44.69,0.0,44.69
MO-01026,N-01083,EQ-0075,T-002,2026-05-13,Preventive,Medium,Completed,9.54,0.0,400.49,255.0,655.49
MO-01027,N-01085,EQ-0039,T-021,2024-04-24,Corrective,Medium,Completed,2.21,4.73,92.77,190.0,282.77
MO-01028,N-01086,EQ-0042,T-022,2025-12-21,Preventive,High,Completed,6.69,0.0,214.24,145.0,359.24
MO-01029,N-01087,EQ-0097,T-002,2024-09-01,Preventive,High,Completed,3.97,0.0,166.69,0.0,166.69
MO-01030,N-01088,EQ-0008,T-030,2026-06-11,Preventive,Medium,Completed,5.25,0.0,288.96,385.0,673.96
MO-01031,N-01089,EQ-0041,T-026,2026-06-28,Corrective,Medium,Completed,6.33,11.07,348.15,95.0,443.15
MO-01032,N-01090,EQ-0012,T-010,2026-03-10,Corrective,Low,Open,5.2,17.14,286.16,0.0,286.16
MO-01033,N-01091,EQ-0084,T-004,2025-08-22,Preventive,Medium,Completed,6.0,0.0,330.1,0.0,330.1
MO-01034,N-01092,EQ-0093,T-005,2024-03-25,Corrective,Low,Completed,0.75,4.14,41.03,120.0,161.03
MO-01035,N-01093,EQ-0006,T-014,2026-05-15,Preventive,Medium,Completed,4.42,0.0,141.39,0.0,141.39
MO-01036,N-01094,EQ-0060,T-022,2025-05-11,Corrective,Medium,Completed,6.65,8.8,212.77,0.0,212.77
MO-01037,N-01095,EQ-0039,T-029,2025-03-12,Preventive,Low,Completed,11.75,0.0,646.2,495.0,1141.2
MO-01038,N-01097,EQ-0089,T-005,2025-09-26,Corrective,Medium,Completed,4.6,3.93,253.16,0.0,253.16
MO-01039,N-01098,EQ-0021,T-016,2024-06-13,Corrective,Medium,Completed,10.92,18.13,600.71,0.0,600.71
MO-01040,N-01099,EQ-0059,T-029,2026-06-03,Corrective,Medium,Completed,5.56,9.12,305.54,560.0,865.54
MO-01041,N-01101,EQ-0085,T-013,2024-06-12,Preventive,Medium,Completed,2.48,0.0,136.15,0.0,136.15
MO-01042,N-01102,EQ-0057,T-020,2025-11-16,Corrective,Medium,Completed,6.41,6.2,352.52,0.0,352.52
MO-01043,N-01103,EQ-0010,T-018,2026-04-03,Preventive,High,Closed,3.01,0.0,126.32,2880.0,3006.32
MO-01044,N-01104,EQ-0097,T-007,2024-11-21,Preventive,Medium,Completed,0.5,0.0,21.0,0.0,21.0
MO-01045,N-01105,EQ-0068,T-017,2026-05-29,Corrective,Low,Completed,4.38,1.77,240.74,344.0,584.74
MO-01046,N-01106,EQ-0100,T-021,2024-07-19,Preventive,Medium,Completed,1.5,0.0,62.93,195.0,257.93
MO-01047,N-01107,EQ-0080,T-025,2024-01-05,Corrective,Medium,Completed,3.67,1.21,117.32,515.0,632.32
MO-01048,N-01108,EQ-0043,T-013,2026-05-06,Preventive,Medium,Completed,4.32,0.0,237.73,3815.0,4052.73
MO-01049,N-01109,EQ-0034,T-017,2026-03-25,Corrective,Medium,Completed,4.68,6.68,257.42,100.0,357.42
MO-01050,N-01110,EQ-0003,T-001,2025-01-28,Corrective,Emergency,Completed,3.21,7.5,176.62,0.0,176.62
MO-01051,N-01111,EQ-0076,T-005,2025-07-22,Corrective,Emergency,Completed,3.44,3.35,188.99,0.0,188.99
MO-01052,N-01112,EQ-0042,T-018,2026-01-01,Preventive,Medium,Completed,2.97,0.0,124.59,735.0,859.59
MO-01053,N-01113,EQ-0074,T-021,2024-12-04,Corrective,Emergency,Completed,10.03,5.2,421.27,255.0,676.27
MO-01054,N-01114,EQ-0069,T-030,2026-03-20,Preventive,High,Closed,9.09,0.0,499.85,0.0,499.85
MO-01055,N-01115,EQ-0039,T-004,2025-07-04,Preventive,High,Completed,2.4,0.0,131.79,350.0,481.79
MO-01056,N-01116,EQ-0087,T-010,2025-02-05,Preventive,Medium,Completed,3.53,0.0,193.98,830.0,1023.98
MO-01057,N-01117,EQ-0091,T-023,2026-05-30,Corrective,Medium,Completed,3.28,3.28,180.45,85.0,265.45
MO-01058,N-01118,EQ-0079,T-002,2024-04-23,Preventive,Medium,Completed,8.11,0.0,340.41,190.0,530.41
MO-01059,N-01119,EQ-0039,T-008,2026-06-08,Corrective,Low,Open,7.63,10.81,419.54,311.0,730.54
MO-01060,N-01122,EQ-0079,T-025,2024-04-27,Corrective,Medium,Completed,8.8,2.26,281.54,628.0,909.54
MO-01061,N-01123,EQ-0096,T-016,2025-08-21,Preventive,Low,Completed,6.81,0.0,374.55,0.0,374.55
MO-01062,N-01124,EQ-0046,T-030,2025-04-17,Preventive,Medium,Completed,10.31,0.0,567.16,85.0,652.16
MO-01063,N-01125,EQ-0082,T-016,2025-11-03,Corrective,Low,Completed,9.41,3.41,517.41,0.0,517.41
MO-01064,N-01126,EQ-0100,T-008,2025-03-27,Corrective,High,Open,1.63,2.38,89.65,725.0,814.65
MO-01065,N-01127,EQ-0042,T-029,2025-03-13,Corrective,Medium,Completed,1.82,4.27,99.88,445.0,544.88
MO-01066,N-01129,EQ-0089,T-024,2024-04-01,Corrective,Medium,Completed,3.95,1.62,165.8,4115.0,4280.8
MO-01067,N-01130,EQ-0057,T-005,2024-02-03,Corrective,Medium,Completed,0.81,7.36,44.67,525.0,569.67
MO-01068,N-01131,EQ-0067,T-019,2025-07-23,Preventive,Medium,Completed,1.17,0.0,64.2,0.0,64.2
MO-01069,N-01132,EQ-0011,T-025,2026-04-04,Preventive,Medium,Completed,1.45,0.0,46.37,0.0,46.37
MO-01070,N-01133,EQ-0049,T-013,2024-08-15,Preventive,Medium,Completed,3.15,0.0,173.49,0.0,173.49
MO-01071,N-01134,EQ-0013,T-007,2025-11-19,Preventive,Low,Completed,2.57,0.0,107.94,700.0,807.94
MO-01072,N-01136,EQ-0063,T-011,2025-04-19,Corrective,Medium,Completed,2.3,9.76,73.55,0.0,73.55
MO-01073,N-01137,EQ-0040,T-023,2025-07-01,Preventive,Low,Completed,2.62,0.0,144.11,0.0,144.11
MO-01074,N-01138,EQ-0089,T-022,2026-05-25,Preventive,Medium,Completed,5.07,0.0,162.4,0.0,162.4
MO-01075,N-01141,EQ-0077,T-001,2025-07-27,Preventive,Low,Completed,7.26,0.0,399.55,0.0,399.55
MO-01076,N-01142,EQ-0008,T-010,2026-05-26,Preventive,Medium,Completed,3.72,0.0,204.66,96.0,300.66
MO-01077,N-01143,EQ-0056,T-024,2025-10-11,Corrective,Low,Completed,1.99,1.96,83.62,65.0,148.62
MO-01078,N-01144,EQ-0083,T-028,2024-10-30,Corrective,Emergency,Completed,0.57,4.67,18.32,0.0,18.32
MO-01079,N-01145,EQ-0007,T-002,2025-10-03,Preventive,Medium,Completed,4.33,0.0,181.83,0.0,181.83
MO-01080,N-01146,EQ-0091,T-015,2024-01-31,Preventive,Medium,Open,9.07,0.0,498.76,175.0,673.76
MO-01081,N-01147,EQ-0072,T-003,2024-05-21,Preventive,Low,Completed,2.97,0.0,124.71,770.0,894.71
MO-01082,N-01148,EQ-0030,T-021,2025-09-05,Corrective,High,Closed,2.88,3.1,120.94,0.0,120.94
MO-01083,N-01150,EQ-0088,T-030,2026-04-04,Corrective,High,Completed,6.09,11.6,334.69,64.0,398.69
MO-01084,N-01152,EQ-0026,T-007,2025-08-24,Corrective,Medium,Completed,6.04,7.34,253.6,820.0,1073.6
MO-01085,N-01153,EQ-0013,T-005,2026-05-03,Preventive,Medium,Completed,2.05,0.0,112.71,0.0,112.71
MO-01086,N-01154,EQ-0061,T-019,2024-02-22,Preventive,Medium,Completed,2.08,0.0,114.59,0.0,114.59
MO-01087,N-01155,EQ-0058,T-016,2025-10-28,Preventive,Low,Completed,1.67,0.0,91.59,476.0,567.59
MO-01088,N-01156,EQ-0044,T-025,2025-07-03,Preventive,Medium,Completed,4.61,0.0,147.67,390.0,537.67
MO-01089,N-01157,EQ-0014,T-004,2026-06-22,Corrective,Medium,Completed,4.63,10.27,254.52,0.0,254.52
MO-01090,N-01158,EQ-0047,T-025,2024-08-29,Corrective,Medium,Completed,5.21,12.28,166.83,420.0,586.83
MO-01091,N-01159,EQ-0083,T-014,2024-12-28,Corrective,Low,Open,18.91,3.4,605.22,185.0,790.22
MO-01092,N-01160,EQ-0015,T-010,2026-05-21,Preventive,High,Completed,1.79,0.0,98.19,0.0,98.19
MO-01093,N-01161,EQ-0005,T-013,2024-11-27,Corrective,High,Completed,3.99,3.8,219.23,430.0,649.23
MO-01094,N-01164,EQ-0090,T-020,2025-08-20,Preventive,Medium,Completed,1.86,0.0,102.45,32.0,134.45
MO-01095,N-01165,EQ-0015,T-019,2024-04-01,Corrective,Medium,Completed,0.5,4.56,27.5,540.0,567.5
MO-01096,N-01166,EQ-0063,T-007,2024-12-04,Corrective,Medium,Completed,5.54,5.37,232.59,240.0,472.59
MO-01097,N-01167,EQ-0097,T-010,2026-04-24,Corrective,Medium,Completed,7.49,7.08,412.07,546.0,958.07
MO-01098,N-01168,EQ-0017,T-019,2025-01-24,Corrective,Medium,Closed,0.55,2.86,30.01,3750.0,3780.01
MO-01099,N-01169,EQ-0004,T-028,2026-04-08,Preventive,High,Completed,5.65,0.0,180.68,246.0,426.68
MO-01100,N-01170,EQ-0030,T-021,2025-06-21,Corrective,Medium,Completed,1.26,6.88,52.99,140.0,192.99
MO-01101,N-01171,EQ-0042,T-013,2026-06-20,Preventive,Medium,Completed,4.39,0.0,241.46,162.0,403.46
MO-01102,N-01172,EQ-0071,T-028,2024-01-26,Preventive,Medium,Completed,3.59,0.0,115.0,0.0,115.0
MO-01103,N-01173,EQ-0011,T-011,2024-01-27,Corrective,Medium,Completed,4.76,9.9,152.3,285.0,437.3
MO-01104,N-01174,EQ-0084,T-030,2024-05-16,Corrective,Medium,Completed,1.46,3.95,80.16,705.0,785.16
MO-01105,N-01176,EQ-0038,T-007,2026-05-16,Preventive,Medium,Completed,6.79,0.0,285.24,890.0,1175.24
MO-01106,N-01177,EQ-0026,T-028,2024-11-29,Corrective,High,Completed,5.6,9.34,179.3,570.0,749.3
MO-01107,N-01178,EQ-0056,T-008,2024-04-22,Preventive,Medium,Closed,8.22,0.0,451.91,1250.0,1701.91
MO-01108,N-01179,EQ-0084,T-025,2024-03-25,Corrective,Emergency,Closed,3.16,8.45,101.1,2855.0,2956.1
MO-01109,N-01180,EQ-0093,T-019,2024-05-28,Corrective,Medium,Completed,5.68,1.54,312.47,0.0,312.47
MO-01110,N-01182,EQ-0056,T-020,2025-09-12,Corrective,Medium,Completed,2.76,7.97,151.86,0.0,151.86
MO-01111,N-01183,EQ-0046,T-030,2024-11-23,Preventive,Low,Completed,4.72,0.0,259.42,360.0,619.42
MO-01112,N-01184,EQ-0023,T-006,2025-01-15,Corrective,Medium,Completed,4.34,5.42,138.98,565.0,703.98
MO-01113,N-01185,EQ-0003,T-019,2024-11-09,Corrective,Medium,Closed,2.93,7.55,161.27,170.0,331.27
MO-01114,N-01186,EQ-0070,T-005,2025-08-29,Preventive,High,Completed,5.63,0.0,309.91,110.0,419.91
MO-01115,N-01187,EQ-0015,T-021,2024-08-03,Corrective,Medium,Completed,2.87,10.62,120.49,1035.0,1155.49
MO-01116,N-01188,EQ-0005,T-030,2025-01-08,Corrective,Medium,Completed,3.15,12.08,173.12,230.0,403.12
MO-01117,N-01189,EQ-0073,T-012,2024-04-15,Corrective,Medium,Closed,2.6,2.37,83.25,0.0,83.25
MO-01118,N-01190,EQ-0028,T-005,2025-02-22,Preventive,Medium,Closed,2.17,0.0,119.56,0.0,119.56
MO-01119,N-01191,EQ-0094,T-030,2025-12-28,Corrective,High,Completed,3.19,7.45,175.36,36.0,211.36
MO-01120,N-01192,EQ-0097,T-012,2024-04-10,Corrective,Medium,Completed,3.23,6.92,103.27,645.0,748.27
MO-01121,N-01193,EQ-0054,T-029,2024-09-17,Preventive,Medium,Completed,3.58,0.0,197.0,96.0,293.0
MO-01122,N-01194,EQ-0008,T-029,2026-04-20,Corrective,Low,Completed,1.69,2.83,92.87,390.0,482.87
MO-01123,N-01197,EQ-0060,T-019,2026-05-01,Preventive,Medium,Completed,9.62,0.0,529.34,0.0,529.34
MO-01124,N-01198,EQ-0002,T-025,2024-05-27,Preventive,Medium,Completed,6.28,0.0,200.9,128.0,328.9
MO-01125,N-01199,EQ-0044,T-022,2024-06-05,Preventive,Medium,Completed,6.34,0.0,202.97,0.0,202.97
MO-01126,N-01200,EQ-0037,T-020,2025-06-19,Preventive,Low,Closed,3.53,0.0,194.21,4010.0,4204.21
